,Result
20793,1
7494,0
9047,0
12711,0
11577,0
26511,1
27197,1
11941,0
2904,0
4352,0
19017,1
21004,1
18880,1
5963,0
12531,0
28128,1
25379,1
10795,0
28532,1
22343,1
28235,1
25015,1
14326,0
9705,0
27119,1
119,0
17159,1
5357,0
6208,0
25232,1
19586,1
15728,1
15883,1
23360,1
8075,0
4134,0
14490,0
17931,1
20445,1
27796,1
27957,1
17516,1
281,0
26268,1
27093,1
25210,1
19271,1
18055,1
15239,1
23668,1
28106,1
16786,1
1389,0
12969,0
569,0
13070,0
25397,1
21639,1
15914,1
14126,0
9350,0
2766,0
3316,0
11228,0
2044,0
10512,0
16507,1
12198,0
16538,1
2840,0
20289,1
15114,1
11154,0
680,0
14802,1
19430,1
15784,1
11497,0
7299,0
10667,0
12463,0
16278,1
7744,0
17488,1
23872,1
9706,0
20184,1
6286,0
9215,0
11003,0
23597,1
24423,1
2491,0
22593,1
1508,0
4502,0
3251,0
20920,1
17278,1
25085,1
8438,0
27965,1
7443,0
12520,0
11592,0
10190,0
10565,0
11193,0
25470,1
1340,0
11378,0
4774,0
13012,0
13293,0
5620,0
5886,0
20597,1
12474,0
15127,1
5991,0
3074,0
12835,0
2948,0
21879,1
1864,0
4432,0
18090,1
24921,1
2269,0
8957,0
4864,0
23359,1
18765,1
13715,0
12959,0
203,0
15851,1
22601,1
15743,1
23503,1
2680,0
6294,0
21661,1
5761,0
1464,0
11100,0
3488,0
14030,0
1403,0
14244,0
188,0
10915,0
5603,0
20409,1
10954,0
4515,0
4160,0
26290,1
13164,0
13579,0
10280,0
27913,1
1914,0
22905,1
14848,1
24447,1
20721,1
13668,0
22864,1
11853,0
11776,0
21030,1
4241,0
14920,1
22640,1
27001,1
1175,0
4739,0
6299,0
24695,1
13866,0
1431,0
15084,1
9579,0
27400,1
2384,0
15765,1
5379,0
23893,1
906,0
15118,1
5134,0
23228,1
2121,0
15181,1
14351,0
27746,1
4768,0
6015,0
3627,0
5038,0
29290,1
29268,1
7532,0
23252,1
16421,1
28861,1
4107,0
17918,1
24117,1
9672,0
5940,0
23046,1
16256,1
15610,1
14105,0
28679,1
28241,1
11784,0
25598,1
17482,1
352,0
5859,0
27205,1
7834,0
4125,0
14424,0
720,0
25851,1
12113,0
13976,0
7860,0
17586,1
21938,1
693,0
6854,0
23848,1
20455,1
19910,1
27539,1
26484,1
9341,0
1806,0
18838,1
3508,0
11332,0
18133,1
49,0
27118,1
17062,1
20086,1
26952,1
25123,1
21728,1
8549,0
7907,0
14510,0
7161,0
6705,0
17273,1
16651,1
27214,1
16235,1
20867,1
23602,1
13774,0
24049,1
9119,0
5945,0
23861,1
11023,0
10987,0
17344,1
9284,0
4631,0
6000,0
17292,1
473,0
22004,1
17054,1
27470,1
23869,1
4968,0
18404,1
5939,0
12716,0
26089,1
15281,1
17733,1
10640,0
3903,0
17769,1
20315,1
25710,1
7915,0
22150,1
10318,0
7360,0
23016,1
5767,0
23461,1
17117,1
15330,1
6225,0
25355,1
20199,1
13434,0
24361,1
23584,1
29004,1
5727,0
11792,0
1642,0
19954,1
16903,1
12673,0
25519,1
10029,0
17441,1
5246,0
23,0
4581,0
27514,1
23733,1
27050,1
27422,1
4831,0
18588,1
6032,0
8060,0
2642,0
293,0
3799,0
14453,0
17424,1
25641,1
25346,1
10873,0
22441,1
27285,1
6291,0
19560,1
4092,0
14812,1
25939,1
24501,1
8043,0
29191,1
9862,0
9788,0
25735,1
8663,0
27793,1
12490,0
13516,0
15948,1
3746,0
17388,1
7351,0
23990,1
8973,0
6401,0
15687,1
808,0
1539,0
16758,1
5889,0
5330,0
19458,1
11392,0
22179,1
27856,1
29239,1
9373,0
23950,1
3525,0
6457,0
5479,0
17660,1
12096,0
10508,0
22146,1
8015,0
25078,1
20512,1
22910,1
23611,1
8951,0
16971,1
20441,1
23353,1
20450,1
22856,1
7251,0
15520,1
19601,1
18685,1
12044,0
27501,1
13752,0
16788,1
10618,0
27055,1
24887,1
9222,0
24962,1
20935,1
8283,0
17066,1
12132,0
1131,0
27330,1
19701,1
20682,1
21554,1
19670,1
16811,1
10554,0
8450,0
13480,0
8124,0
9868,0
9163,0
718,0
24086,1
12530,0
1779,0
21400,1
2190,0
2379,0
9960,0
20049,1
24986,1
20535,1
18738,1
18044,1
25498,1
6892,0
17170,1
15856,1
18694,1
10077,0
10180,0
24742,1
18956,1
5685,0
16843,1
21623,1
14194,0
13798,0
28568,1
1713,0
556,0
23959,1
5142,0
7882,0
8588,0
17668,1
4496,0
16527,1
9249,0
17081,1
28340,1
18579,1
22211,1
4707,0
9541,0
4256,0
9495,0
9976,0
9218,0
9588,0
19680,1
9282,0
11038,0
13265,0
25607,1
6610,0
20454,1
11209,0
13529,0
29043,1
27624,1
13977,0
902,0
158,0
17267,1
7256,0
14702,1
19329,1
4461,0
27316,1
29269,1
4764,0
26057,1
17129,1
20388,1
22948,1
27200,1
21218,1
17024,1
1780,0
7508,0
505,0
16554,1
19825,1
15654,1
19263,1
17401,1
27711,1
28937,1
27272,1
27236,1
6396,0
15492,1
4704,0
26074,1
1991,0
22554,1
11311,0
1204,0
9147,0
19281,1
28947,1
3420,0
27191,1
5015,0
7875,0
21966,1
2520,0
4038,0
8566,0
5237,0
588,0
10199,0
3772,0
4973,0
5971,0
7235,0
10457,0
23587,1
6197,0
610,0
4277,0
28835,1
17289,1
12386,0
28285,1
631,0
25416,1
15753,1
5412,0
18821,1
18096,1
24611,1
12721,0
16399,1
13287,0
28580,1
6101,0
29203,1
1619,0
11583,0
29254,1
23155,1
18829,1
17137,1
10455,0
10228,0
22525,1
29054,1
27543,1
9743,0
9729,0
2388,0
11071,0
16702,1
18275,1
3860,0
4384,0
2643,0
17686,1
6346,0
6236,0
14783,1
26443,1
24893,1
20891,1
18289,1
20357,1
13472,0
23169,1
14976,1
12176,0
13643,0
24307,1
5150,0
28693,1
5449,0
6469,0
17073,1
23073,1
14655,1
24628,1
25717,1
1350,0
3514,0
8841,0
18015,1
23455,1
6849,0
16817,1
9030,0
2174,0
27122,1
29264,1
407,0
12120,0
1538,0
12641,0
3827,0
20686,1
15232,1
3033,0
16473,1
14789,1
25678,1
8023,0
12832,0
27336,1
16280,1
24685,1
21751,1
27288,1
21602,1
10646,0
14708,1
4540,0
5688,0
13253,0
4168,0
4902,0
15455,1
23896,1
27860,1
8752,0
29270,1
25907,1
22983,1
12652,0
26265,1
21284,1
19169,1
22752,1
28749,1
24660,1
27211,1
6698,0
13007,0
9554,0
4,0
18702,1
14239,0
23823,1
24422,1
18587,1
28027,1
11081,0
2340,0
3348,0
24860,1
13588,0
28533,1
24450,1
7774,0
24283,1
8849,0
8031,0
21914,1
2385,0
22029,1
17182,1
16302,1
4015,0
23758,1
26975,1
4679,0
17631,1
15305,1
19407,1
19118,1
14483,0
18593,1
405,0
20097,1
3855,0
2359,0
13111,0
26627,1
12486,0
15172,1
10973,0
6946,0
19755,1
5660,0
25798,1
22517,1
25280,1
25741,1
10638,0
5162,0
14461,0
15711,1
20102,1
7476,0
5450,0
11187,0
10798,0
8769,0
16684,1
5173,0
617,0
1716,0
16541,1
12791,0
16960,1
4599,0
21683,1
16772,1
28213,1
28678,1
5776,0
8996,0
11639,0
20353,1
16203,1
11035,0
11689,0
10216,0
28496,1
13993,0
16129,1
14566,0
27943,1
2898,0
10188,0
3150,0
21870,1
2995,0
24706,1
25180,1
16506,1
6047,0
9434,0
650,0
2428,0
27023,1
12932,0
28067,1
20999,1
9179,0
11753,0
23225,1
26770,1
20118,1
24424,1
4098,0
16172,1
22087,1
16757,1
1256,0
29221,1
15656,1
23967,1
16098,1
12943,0
26861,1
941,0
15506,1
35,0
6193,0
7572,0
813,0
1451,0
16603,1
23890,1
17935,1
23916,1
24010,1
508,0
11159,0
7006,0
17805,1
11013,0
26008,1
7136,0
2583,0
2856,0
4882,0
817,0
7275,0
10412,0
9709,0
21932,1
26902,1
27586,1
21659,1
4779,0
15787,1
1490,0
22706,1
27368,1
9019,0
1448,0
20421,1
25686,1
8577,0
27706,1
16182,1
5899,0
14015,0
8302,0
25906,1
7163,0
24440,1
12989,0
11230,0
23159,1
2529,0
15535,1
27173,1
4291,0
13932,0
17186,1
25423,1
9914,0
18846,1
10622,0
23750,1
10741,0
28522,1
16041,1
14097,0
12019,0
1795,0
6773,0
7340,0
19711,1
5581,0
10,0
14366,0
9993,0
11990,0
6751,0
23740,1
11832,0
10316,0
69,0
7906,0
2959,0
7348,0
12242,0
5600,0
10498,0
17206,1
11113,0
2700,0
28998,1
26335,1
2316,0
7632,0
24143,1
6153,0
13539,0
4860,0
2160,0
21827,1
401,0
15811,1
15323,1
10672,0
9211,0
16410,1
22889,1
28661,1
24025,1
15434,1
14744,1
29024,1
1379,0
20700,1
5167,0
24886,1
15837,1
965,0
10349,0
18436,1
9029,0
2897,0
6110,0
24387,1
10063,0
22722,1
110,0
7082,0
19574,1
17682,1
15953,1
22774,1
2843,0
6859,0
6953,0
28942,1
4346,0
13723,0
9167,0
5050,0
3515,0
22406,1
13810,0
10780,0
17917,1
18796,1
2233,0
5252,0
22692,1
18338,1
26024,1
16184,1
23207,1
8669,0
12970,0
25556,1
25804,1
13284,0
16693,1
5820,0
19433,1
19501,1
11500,0
26078,1
9733,0
17841,1
11867,0
8685,0
9171,0
9596,0
26058,1
25761,1
11375,0
21880,1
357,0
8217,0
13883,0
19552,1
4347,0
3268,0
19121,1
18210,1
29283,1
4542,0
23015,1
15694,1
16674,1
9343,0
12313,0
18260,1
15789,1
27027,1
7047,0
12142,0
27850,1
2148,0
26044,1
7496,0
12765,0
18820,1
25842,1
28079,1
13985,0
10535,0
22178,1
24839,1
11436,0
1853,0
24969,1
27154,1
22380,1
7051,0
24620,1
17781,1
26891,1
18333,1
23165,1
24393,1
25877,1
5919,0
21242,1
11747,0
28282,1
16947,1
17610,1
20936,1
21099,1
1002,0
5892,0
5126,0
13922,0
15246,1
2599,0
25920,1
23407,1
15116,1
7386,0
10742,0
26702,1
8690,0
5137,0
22223,1
25082,1
7854,0
2923,0
6054,0
3453,0
16929,1
8083,0
27637,1
27972,1
7089,0
20824,1
3102,0
8953,0
17513,1
5918,0
7816,0
20129,1
22696,1
15457,1
28371,1
16113,1
13837,0
4468,0
4750,0
19110,1
23969,1
5604,0
3234,0
7858,0
1495,0
21064,1
28403,1
26381,1
7840,0
2204,0
23347,1
22119,1
28688,1
6926,0
17391,1
17300,1
12789,0
4026,0
72,0
3302,0
3685,0
14881,1
18888,1
22237,1
22851,1
6198,0
28288,1
23683,1
16342,1
24534,1
12876,0
4570,0
4096,0
15668,1
12074,0
8860,0
8948,0
8910,0
2813,0
15493,1
8569,0
27099,1
26610,1
28837,1
23695,1
20136,1
22623,1
25411,1
8854,0
22978,1
8079,0
18009,1
26326,1
11117,0
18730,1
19295,1
4898,0
5765,0
10587,0
17194,1
14279,0
27863,1
19756,1
28698,1
10156,0
23720,1
27997,1
24832,1
23195,1
17920,1
24415,1
18178,1
13698,0
2478,0
14036,0
9956,0
17901,1
18415,1
15355,1
10626,0
10814,0
1768,0
28958,1
16659,1
4657,0
19613,1
10516,0
8875,0
28867,1
14991,1
12179,0
20776,1
4626,0
9482,0
8044,0
27072,1
1347,0
21391,1
9697,0
4964,0
29222,1
1433,0
26859,1
16052,1
374,0
25160,1
20570,1
20014,1
16734,1
16096,1
24406,1
10073,0
11142,0
12603,0
9916,0
18442,1
25870,1
22560,1
9984,0
1159,0
12764,0
2001,0
9050,0
28361,1
23797,1
23899,1
28550,1
29312,1
21096,1
10279,0
13029,0
17382,1
6103,0
8091,0
21595,1
23248,1
9416,0
9133,0
13498,0
27781,1
9357,0
21775,1
2144,0
12661,0
2572,0
253,0
18011,1
26652,1
21398,1
11992,0
18139,1
24998,1
26662,1
5366,0
9197,0
18794,1
28982,1
8758,0
11774,0
1172,0
5596,0
16483,1
10669,0
20032,1
21946,1
7327,0
22897,1
372,0
25283,1
18040,1
10709,0
27569,1
14132,0
355,0
22056,1
7821,0
2325,0
20785,1
6988,0
5762,0
12654,0
2877,0
10269,0
4455,0
14768,1
17664,1
6995,0
21432,1
24792,1
11603,0
21255,1
26337,1
24008,1
15829,1
17389,1
8448,0
18874,1
24057,1
24073,1
14874,1
7969,0
6470,0
12140,0
24636,1
6037,0
20720,1
22344,1
20840,1
11429,0
26112,1
9385,0
2403,0
10111,0
5558,0
1195,0
7928,0
5578,0
21348,1
28034,1
18435,1
21907,1
27117,1
16599,1
1825,0
21736,1
18864,1
27610,1
8374,0
18462,1
21324,1
15800,1
19730,1
6915,0
24410,1
3371,0
9098,0
25189,1
25248,1
2526,0
13395,0
20363,1
17239,1
24059,1
12921,0
16775,1
14644,1
27342,1
14164,0
10539,0
13183,0
8003,0
24825,1
28635,1
6069,0
10859,0
13940,0
16685,1
19173,1
19927,1
5978,0
20650,1
7684,0
8878,0
23678,1
22066,1
14022,0
15472,1
15113,1
6479,0
24791,1
13041,0
5146,0
19677,1
12457,0
15580,1
17352,1
25523,1
21065,1
1637,0
22152,1
5529,0
1854,0
7087,0
13688,0
18992,1
16941,1
25889,1
20916,1
25903,1
11865,0
1586,0
29266,1
1094,0
13125,0
20988,1
26272,1
6910,0
8855,0
10233,0
7007,0
24864,1
11241,0
17156,1
3076,0
18378,1
9108,0
13743,0
7247,0
5250,0
26147,1
12099,0
6819,0
1794,0
13906,0
4087,0
6400,0
11008,0
25740,1
3688,0
14856,1
19526,1
6753,0
2645,0
17053,1
7757,0
22245,1
16991,1
8482,0
9630,0
24280,1
19974,1
4776,0
10304,0
24346,1
25540,1
22639,1
884,0
3454,0
19284,1
25654,1
4304,0
24108,1
3850,0
24357,1
20039,1
10145,0
24226,1
13047,0
18094,1
9351,0
1263,0
24549,1
21918,1
20666,1
17779,1
18063,1
8264,0
7808,0
28161,1
3586,0
18601,1
9794,0
11858,0
12403,0
13647,0
26007,1
18766,1
26979,1
24865,1
24414,1
22250,1
7346,0
9948,0
709,0
18953,1
27827,1
15823,1
3556,0
21653,1
2335,0
14966,1
1308,0
7645,0
14668,1
13825,0
25752,1
28858,1
25300,1
6903,0
5608,0
12308,0
7413,0
15123,1
18124,1
20066,1
14681,1
14778,1
27730,1
6563,0
23596,1
27894,1
19562,1
18826,1
6695,0
913,0
26810,1
10507,0
21833,1
5312,0
4454,0
1720,0
25989,1
21838,1
2387,0
17927,1
11887,0
21087,1
18645,1
7751,0
1541,0
8974,0
3386,0
7093,0
12563,0
14860,1
9038,0
24147,1
19460,1
14570,0
8575,0
14408,0
23025,1
27511,1
3588,0
15538,1
17645,1
6712,0
4892,0
5956,0
18467,1
5358,0
24650,1
22261,1
22114,1
94,0
24635,1
27061,1
6524,0
5665,0
27438,1
18360,1
14977,1
22997,1
26873,1
19879,1
24275,1
24223,1
2130,0
7294,0
13537,0
18181,1
13639,0
15957,1
13050,0
15918,1
22290,1
6293,0
1805,0
799,0
19396,1
4029,0
27668,1
15447,1
18698,1
15742,1
15080,1
16785,1
10688,0
7716,0
2352,0
14405,0
4251,0
17642,1
6070,0
7956,0
19749,1
14759,1
5670,0
10770,0
22831,1
4525,0
14442,0
9746,0
24122,1
9348,0
9964,0
1560,0
17233,1
8568,0
14103,0
615,0
20453,1
14645,1
15086,1
4775,0
21436,1
25121,1
7376,0
3475,0
28870,1
173,0
24869,1
11255,0
14201,0
17809,1
5707,0
14826,1
7314,0
21506,1
22665,1
13933,0
7364,0
24203,1
22972,1
9011,0
20442,1
26944,1
21045,1
3615,0
1606,0
6104,0
18647,1
18237,1
4229,0
6723,0
18387,1
3396,0
741,0
633,0
6211,0
3755,0
6939,0
15822,1
25289,1
6916,0
10560,0
16443,1
4528,0
3795,0
24371,1
22646,1
23416,1
2565,0
18569,1
22414,1
7366,0
919,0
12510,0
6168,0
13201,0
1355,0
20928,1
21500,1
26010,1
17385,1
731,0
19905,1
19012,1
28780,1
21801,1
11544,0
8405,0
19787,1
8897,0
3254,0
24081,1
4392,0
10785,0
21806,1
18741,1
16118,1
1776,0
19125,1
26780,1
16031,1
15382,1
12269,0
12910,0
2710,0
5356,0
18519,1
29175,1
15143,1
11342,0
4448,0
2533,0
748,0
5584,0
18475,1
16332,1
21718,1
24884,1
4058,0
4135,0
21482,1
28831,1
5190,0
4641,0
17155,1
3989,0
21171,1
29249,1
18756,1
1626,0
18675,1
19719,1
16813,1
18549,1
13487,0
6513,0
117,0
11730,0
25171,1
23340,1
15703,1
20775,1
28836,1
25633,1
18683,1
13145,0
903,0
5198,0
5164,0
14344,0
9633,0
19176,1
23156,1
23255,1
16254,1
15152,1
14199,0
16171,1
5786,0
6891,0
25196,1
15890,1
24526,1
1324,0
16075,1
15733,1
2291,0
16109,1
2618,0
26396,1
14267,0
21894,1
17040,1
4254,0
12449,0
13949,0
3448,0
5101,0
9320,0
8242,0
8070,0
13704,0
7707,0
19343,1
20158,1
14904,1
4957,0
11196,0
19360,1
10598,0
3578,0
12222,0
23715,1
25222,1
16093,1
13811,0
15400,1
28380,1
806,0
2827,0
28233,1
15299,1
5516,0
6582,0
11291,0
19031,1
10585,0
1198,0
28399,1
14391,0
12402,0
19971,1
17963,1
19608,1
7398,0
17785,1
15502,1
7284,0
15326,1
11550,0
15018,1
19174,1
629,0
4249,0
14089,0
9795,0
27693,1
19533,1
14952,1
23064,1
20595,1
20229,1
25074,1
19362,1
3854,0
9476,0
19792,1
19686,1
3294,0
8918,0
12826,0
20823,1
26033,1
1237,0
20906,1
10085,0
2167,0
2038,0
11948,0
2866,0
13208,0
14518,0
29210,1
11303,0
10912,0
25125,1
5215,0
7997,0
4170,0
19290,1
9287,0
25169,1
12839,0
6285,0
789,0
21626,1
27905,1
17184,1
22579,1
17211,1
10084,0
16855,1
4989,0
4013,0
10310,0
1335,0
3909,0
24863,1
28728,1
4100,0
16022,1
20326,1
9013,0
6290,0
5192,0
8019,0
26352,1
6201,0
17692,1
4433,0
28487,1
22057,1
27178,1
22470,1
13656,0
12780,0
27477,1
1310,0
13998,0
11922,0
8784,0
5907,0
7950,0
14303,0
20393,1
8277,0
11712,0
20072,1
438,0
13648,0
22716,1
14474,0
12092,0
3148,0
23214,1
14419,0
15795,1
13405,0
18245,1
12546,0
21318,1
21587,1
1982,0
27111,1
15012,1
23447,1
20846,1
1223,0
4172,0
14325,0
4211,0
22471,1
18485,1
29285,1
18514,1
27416,1
27406,1
10553,0
26515,1
13823,0
16511,1
11275,0
6658,0
3618,0
354,0
6647,0
2606,0
23151,1
26077,1
26071,1
5221,0
14821,1
169,0
10083,0
17857,1
278,0
495,0
11413,0
13959,0
22322,1
22816,1
12847,0
380,0
25596,1
28888,1
7412,0
17375,1
26073,1
21703,1
21699,1
3896,0
15173,1
3901,0
18909,1
7361,0
8777,0
5793,0
5873,0
22070,1
13096,0
18527,1
28489,1
11962,0
19868,1
21695,1
20733,1
23342,1
11516,0
29320,1
14294,0
17517,1
14345,0
29252,1
14067,0
26108,1
5044,0
9881,0
9217,0
15714,1
12110,0
17131,1
28508,1
29225,1
14589,0
13212,0
12405,0
23078,1
3591,0
14593,0
7257,0
22452,1
28341,1
18808,1
7514,0
10472,0
18785,1
20078,1
8352,0
4179,0
26017,1
5035,0
6152,0
11063,0
21511,1
5811,0
8542,0
7045,0
24041,1
7544,0
16377,1
28546,1
18288,1
16360,1
27818,1
17951,1
2612,0
27448,1
11449,0
5282,0
10974,0
18677,1
13407,0
28270,1
21479,1
11601,0
23921,1
6652,0
11646,0
7664,0
11874,0
27643,1
24164,1
13591,0
29234,1
24233,1
1615,0
7134,0
22014,1
8129,0
9514,0
28320,1
20375,1
10346,0
13021,0
11520,0
765,0
17,0
26432,1
5108,0
15797,1
16497,1
10925,0
7948,0
8630,0
11509,0
21563,1
26189,1
13224,0
8655,0
18128,1
336,0
12526,0
26544,1
24479,1
13788,0
4595,0
8958,0
13473,0
13587,0
12777,0
27315,1
24794,1
21112,1
19085,1
11067,0
3497,0
22156,1
28727,1
7032,0
6426,0
8822,0
16737,1
16635,1
8275,0
8252,0
367,0
6442,0
1231,0
18069,1
3239,0
5974,0
10856,0
18940,1
20390,1
25534,1
14191,0
4275,0
1871,0
22563,1
14448,0
3086,0
1475,0
2504,0
6031,0
18078,1
28997,1
6036,0
3671,0
21343,1
19097,1
27879,1
14878,1
3246,0
26753,1
14638,1
1937,0
19614,1
13839,0
14203,0
29313,1
24667,1
5428,0
12022,0
19550,1
18957,1
2727,0
27619,1
12058,0
20831,1
3028,0
22180,1
8137,0
9658,0
13416,0
8101,0
980,0
8166,0
22325,1
15980,1
17959,1
22641,1
11086,0
6837,0
8248,0
10371,0
1654,0
8188,0
19762,1
21583,1
8796,0
12039,0
29247,1
13973,0
28800,1
27069,1
3011,0
19602,1
5766,0
28561,1
9779,0
4945,0
9675,0
22573,1
22479,1
23091,1
13371,0
21113,1
20376,1
1420,0
25168,1
26950,1
5816,0
10115,0
23717,1
8824,0
12599,0
6033,0
20624,1
13553,0
84,0
2740,0
1268,0
20830,1
26986,1
3205,0
8904,0
6214,0
14478,0
7356,0
10211,0
19298,1
3473,0
28863,1
27816,1
12069,0
22963,1
7311,0
15965,1
22932,1
11929,0
10229,0
13061,0
12923,0
14611,0
14637,1
20619,1
14793,1
5175,0
12095,0
2034,0
16390,1
16564,1
759,0
6340,0
3358,0
13992,0
20403,1
26304,1
4205,0
28131,1
26583,1
7818,0
19272,1
28258,1
9580,0
1620,0
8977,0
11926,0
15389,1
14285,0
27445,1
26580,1
12619,0
26922,1
12097,0
25643,1
25551,1
18284,1
27635,1
6796,0
27600,1
6577,0
17735,1
1585,0
24922,1
9180,0
17946,1
21356,1
12316,0
14146,0
10542,0
3364,0
2558,0
1801,0
25451,1
2131,0
8745,0
23862,1
12070,0
9719,0
12591,0
13199,0
12164,0
5739,0
11059,0
2965,0
14828,1
10494,0
20875,1
14667,1
17319,1
3524,0
22721,1
9360,0
23277,1
10288,0
17434,1
572,0
21137,1
3816,0
19771,1
15062,1
1338,0
684,0
8194,0
6874,0
7449,0
20872,1
1566,0
10852,0
19965,1
24343,1
14753,1
14370,0
28869,1
2896,0
19234,1
20977,1
1008,0
643,0
5842,0
10515,0
6969,0
21207,1
17675,1
5063,0
882,0
1895,0
23662,1
25177,1
20433,1
8176,0
2261,0
6496,0
19617,1
11786,0
29011,1
27399,1
10059,0
25587,1
13520,0
20472,1
4635,0
3153,0
26060,1
12125,0
14640,1
14281,0
15946,1
6154,0
5325,0
15793,1
12216,0
11099,0
16657,1
24330,1
11802,0
642,0
9061,0
21929,1
12459,0
26170,1
3740,0
23986,1
22421,1
7841,0
4405,0
7353,0
1557,0
4064,0
13352,0
17659,1
7862,0
12678,0
13147,0
28070,1
26280,1
18309,1
10996,0
20159,1
6231,0
28913,1
15481,1
23257,1
5426,0
8668,0
27496,1
21701,1
6985,0
20897,1
2468,0
383,0
28577,1
24663,1
25841,1
27503,1
13091,0
12049,0
17076,1
12784,0
9954,0
6505,0
7048,0
14386,0
10428,0
27995,1
7775,0
4877,0
19693,1
6646,0
9659,0
28430,1
747,0
3538,0
7070,0
963,0
4855,0
27361,1
7479,0
2516,0
11483,0
10261,0
13469,0
6126,0
9423,0
25854,1
26273,1
8363,0
23641,1
29298,1
3944,0
2141,0
9153,0
6052,0
23675,1
2264,0
3326,0
11491,0
9443,0
1233,0
22273,1
22660,1
3880,0
22620,1
17304,1
4870,0
19615,1
24191,1
9070,0
23962,1
11629,0
28093,1
14555,0
5123,0
12485,0
16515,1
9305,0
4018,0
7812,0
4670,0
5806,0
17405,1
19669,1
4307,0
23557,1
13708,0
20617,1
27039,1
13784,0
16145,1
2249,0
8315,0
134,0
16345,1
19600,1
13067,0
16287,1
12551,0
8992,0
26160,1
6244,0
18871,1
24537,1
6164,0
29078,1
265,0
28570,1
6435,0
16764,1
15317,1
23080,1
18070,1
16671,1
24240,1
21722,1
3946,0
22850,1
10134,0
18801,1
20318,1
18622,1
25644,1
23632,1
27104,1
6710,0
10456,0
10007,0
18581,1
10242,0
20937,1
7710,0
23644,1
16567,1
11370,0
8961,0
20212,1
6586,0
5157,0
10307,0
12184,0
8224,0
12277,0
11977,0
20105,1
6733,0
16838,1
25162,1
22953,1
14695,1
476,0
5041,0
1989,0
6131,0
24036,1
7540,0
21119,1
19493,1
12364,0
25032,1
14689,1
6450,0
24407,1
16770,1
19957,1
15081,1
14854,1
12592,0
18790,1
4284,0
6972,0
16890,1
4340,0
28990,1
22215,1
13902,0
4529,0
21770,1
25079,1
27462,1
1875,0
29161,1
6913,0
20581,1
24483,1
1173,0
17308,1
3048,0
9615,0
7844,0
22202,1
5993,0
5055,0
17315,1
25199,1
23905,1
5121,0
13342,0
27725,1
431,0
15262,1
27160,1
6158,0
11427,0
25772,1
8562,0
13095,0
1974,0
6007,0
27740,1
24252,1
23163,1
7197,0
7570,0
18502,1
2955,0
5213,0
5659,0
23790,1
14908,1
18877,1
16940,1
14433,0
1209,0
27083,1
2479,0
5289,0
21409,1
9597,0
25673,1
1842,0
13961,0
15411,1
20355,1
13154,0
26129,1
11993,0
27507,1
17473,1
19610,1
14737,1
21776,1
19449,1
28407,1
9316,0
208,0
4348,0
24971,1
1915,0
25150,1
29007,1
9652,0
21279,1
26093,1
5855,0
14473,0
13303,0
10129,0
626,0
10230,0
9024,0
6743,0
5995,0
9538,0
18743,1
25617,1
29214,1
12492,0
9935,0
20256,1
6064,0
5117,0
28885,1
7589,0
28978,1
16919,1
21416,1
21086,1
11145,0
292,0
21350,1
16859,1
9106,0
28060,1
21508,1
26828,1
19102,1
27161,1
5845,0
1950,0
5768,0
22028,1
28560,1
28338,1
6115,0
9219,0
24765,1
14488,0
23902,1
17662,1
6415,0
21243,1
20515,1
18857,1
2728,0
19591,1
13056,0
25858,1
1897,0
7741,0
25839,1
7805,0
27188,1
26759,1
8198,0
21710,1
16849,1
17095,1
14063,0
28600,1
1835,0
5618,0
20896,1
22548,1
866,0
3270,0
5797,0
5110,0
12604,0
5526,0
26292,1
13292,0
13386,0
4998,0
8560,0
14162,0
16607,1
76,0
16932,1
24871,1
6092,0
5279,0
24754,1
24095,1
15047,1
4519,0
21160,1
26127,1
13446,0
22415,1
16604,1
17407,1
28907,1
26974,1
9936,0
3418,0
9452,0
15683,1
28488,1
28179,1
28923,1
15587,1
10812,0
26681,1
7657,0
28753,1
3544,0
12270,0
4154,0
19567,1
15397,1
17567,1
28373,1
18035,1
25178,1
886,0
22303,1
1235,0
8664,0
20582,1
8513,0
24716,1
27328,1
16951,1
13676,0
25466,1
13540,0
21135,1
2865,0
11272,0
21810,1
27240,1
28433,1
5932,0
3977,0
25545,1
13640,0
22163,1
6822,0
26981,1
28992,1
4650,0
5785,0
22433,1
21682,1
9424,0
6641,0
20065,1
20813,1
17518,1
2535,0
8001,0
2222,0
22210,1
21963,1
17531,1
22045,1
420,0
20033,1
24701,1
22786,1
5158,0
26586,1
18286,1
22382,1
19251,1
8998,0
24221,1
25751,1
3881,0
25852,1
4363,0
26166,1
2349,0
24004,1
14133,0
8278,0
19823,1
27253,1
22129,1
11936,0
796,0
14699,1
12893,0
28239,1
29233,1
19656,1
13165,0
25658,1
1800,0
24354,1
26194,1
22636,1
8804,0
28453,1
26925,1
29128,1
2669,0
6055,0
8356,0
29001,1
24678,1
14653,1
25227,1
10732,0
5072,0
2694,0
24078,1
10857,0
20711,1
4305,0
9275,0
27305,1
5495,0
25094,1
15088,1
29167,1
16422,1
4194,0
28290,1
232,0
28840,1
7191,0
4552,0
20340,1
11537,0
6633,0
8715,0
3997,0
27087,1
20266,1
24386,1
25505,1
21226,1
27517,1
27428,1
2554,0
2164,0
13010,0
2816,0
17854,1
4075,0
12314,0
8490,0
24109,1
17236,1
12466,0
20871,1
13653,0
26187,1
26106,1
