,swin,stcpb,dtcpb,dwin,trans_depth,response_body_len,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,is_sm_ips_ports,label
2053,0,0,0,0,0,0,0,0,0,0,1
22592,255,3048638986,3000425387,255,0,0,0,0,0,0,1
23264,255,160603874,319021956,255,0,0,0,0,0,0,1
34577,0,0,0,0,0,0,0,0,0,0,0
4686,0,0,0,0,0,0,0,0,0,0,1
28323,0,0,0,0,0,0,0,0,0,0,1
31658,255,1440749222,1838658485,255,0,0,0,0,0,0,1
34123,0,0,0,0,0,0,0,0,0,0,1
6542,0,0,0,0,0,0,0,0,0,0,1
20706,255,921270739,2976817785,255,0,0,0,0,0,0,1
34042,255,2165065575,2777471344,255,0,0,0,0,0,0,1
15441,0,0,0,0,0,0,0,0,0,0,0
8761,0,0,0,0,0,0,0,0,0,0,1
20451,255,2499724495,3370262563,255,0,0,0,0,0,0,1
15264,0,0,0,0,0,0,0,0,0,0,0
11828,255,2757305107,2161012184,255,1,21,0,0,1,0,1
36467,255,1935601901,2154831659,255,0,0,0,0,0,0,0
39324,255,3955942599,2439902000,255,0,0,0,0,0,0,0
554,0,0,0,0,0,0,0,0,0,0,1
7003,0,0,0,0,0,0,0,0,0,0,1
31457,0,0,0,0,0,0,0,0,0,0,1
21020,255,2255020941,3719535057,255,0,0,0,0,0,0,1
23772,255,2018064200,3568564387,255,0,0,0,0,0,0,1
20417,255,2340965388,296988548,255,0,0,0,0,0,0,1
379,0,0,0,0,0,0,0,0,0,0,1
3019,0,0,0,0,0,0,0,0,0,0,1
35329,255,3220719215,3506157098,255,0,0,0,0,0,0,0
37386,255,4230640123,2488875253,255,0,0,0,0,0,0,0
20620,255,4242145846,3095809233,255,0,0,0,0,0,0,1
3481,0,0,0,0,0,0,0,0,0,0,1
9128,255,484626364,3516553861,255,0,0,0,0,0,0,1
1266,255,607551467,3518224743,255,0,0,0,0,0,0,1
29881,0,0,0,0,0,0,0,0,0,0,1
702,0,0,0,0,0,0,0,0,0,0,1
4599,0,0,0,0,0,0,0,0,0,0,1
6660,0,0,0,0,0,0,0,0,0,0,1
35464,255,2397956886,3347708186,255,0,0,0,0,0,0,0
16466,0,0,0,0,0,0,0,0,0,0,0
26778,255,223253741,1876986746,255,0,0,0,0,0,0,1
28468,0,0,0,0,0,0,0,0,0,0,1
3409,255,731217206,993351934,255,1,1423,0,0,1,0,1
1020,255,1608259983,1206940049,255,1,128,0,0,1,0,1
3730,0,0,0,0,0,0,0,0,0,0,1
32822,255,4181611180,30658863,255,0,0,0,0,0,0,1
32202,255,2156104960,2268207043,255,0,0,0,0,0,0,1
15142,255,3158390418,1018138292,255,0,0,0,0,0,0,0
27867,0,0,0,0,0,0,0,0,0,0,1
28931,0,0,0,0,0,0,0,0,0,0,1
10620,255,3379362046,3588924737,255,1,9761,0,0,1,0,1
22809,0,0,0,0,0,0,0,0,0,0,1
23321,255,2953573719,1915034075,255,0,0,0,0,0,0,1
33226,0,0,0,0,0,0,0,0,0,0,1
32611,255,2518812934,1178988051,255,0,0,0,0,0,0,1
25411,0,0,0,0,0,0,0,0,0,0,1
2200,0,0,0,0,0,0,0,0,0,0,1
30494,0,0,0,0,0,0,0,0,0,0,1
12346,0,0,0,0,0,0,0,0,0,0,0
28668,0,0,0,0,0,0,0,0,0,0,1
22122,0,0,0,0,0,0,0,0,0,0,1
7311,0,0,0,0,0,0,0,0,0,0,1
39522,0,0,0,0,0,0,0,0,0,0,0
38003,0,0,0,0,0,0,0,0,0,1,0
22182,255,2521527563,231095324,255,0,0,0,0,0,0,1
9942,255,3390075825,777324753,255,0,0,0,0,0,0,1
3155,255,1051703150,1167901977,255,0,0,0,0,0,0,1
34166,255,505401428,901490947,255,0,0,0,0,0,0,1
6864,0,0,0,0,0,0,0,0,0,0,1
9309,0,0,0,0,0,0,0,0,0,0,1
39333,255,142477326,1369312398,255,0,0,0,0,0,0,0
4992,0,0,0,0,0,0,0,0,0,0,1
2986,0,0,0,0,0,0,0,0,0,0,1
34296,255,0,0,0,0,0,0,0,0,0,0
854,255,1258417034,1861326690,255,0,0,0,0,0,0,1
21837,0,0,0,0,0,0,0,0,0,0,1
25422,0,0,0,0,0,0,0,0,0,0,1
2236,255,3914843463,2037323305,255,1,249,0,0,1,0,1
36945,0,0,0,0,0,0,0,0,0,0,0
15643,255,3109499447,980916604,255,0,0,0,0,0,0,0
37946,255,3922528077,153344301,255,1,154,0,0,4,0,0
27891,0,0,0,0,0,0,0,0,0,0,1
27601,255,484237915,138639294,255,0,0,0,0,0,0,1
265,255,1899886519,2614671564,255,0,0,0,0,0,0,1
13568,255,4197675562,4197997502,255,0,0,0,0,0,0,0
30734,255,2194813384,1875048757,255,0,0,0,0,0,0,1
34394,255,0,0,0,0,0,0,0,0,0,0
24369,0,0,0,0,0,0,0,0,0,0,1
16269,255,1061658949,1062762913,255,1,3924,0,0,1,0,0
28356,0,0,0,0,0,0,0,0,0,0,1
19796,255,930330307,372997430,255,0,0,0,0,0,0,1
256,255,3158290523,3962639570,255,1,0,0,0,1,0,1
22959,255,2309977720,3721218071,255,0,0,0,0,0,0,1
5793,255,4256999279,399817331,255,0,0,0,0,0,0,1
39478,255,2250760514,2242052979,255,0,0,0,0,0,0,0
3036,0,0,0,0,0,0,0,0,0,0,1
18456,255,2781564935,567444452,255,0,0,0,0,0,0,0
40326,255,557539440,4239873837,255,0,0,0,0,0,0,0
540,0,0,0,0,0,0,0,0,0,0,1
38306,255,3642937189,1190045806,255,0,0,0,0,0,0,0
11941,255,1640902186,3791528655,255,0,0,0,0,0,0,0
39784,255,3913738841,308311329,255,0,0,0,0,0,0,0
5966,255,4215120433,562348766,255,1,0,0,0,1,0,1
38280,255,1807414597,2670888470,255,0,0,0,0,0,0,0
7084,0,0,0,0,0,0,0,0,0,0,1
17867,0,0,0,0,0,0,0,0,0,0,0
13850,255,2794007996,2801438756,255,0,0,0,0,0,0,0
28953,0,0,0,0,0,0,0,0,0,0,1
15568,0,0,0,0,0,0,0,0,0,0,0
40167,255,2370327974,4282807584,255,0,0,0,0,0,0,0
5262,255,14662548,1387959353,255,0,0,0,0,0,0,1
27347,0,0,0,0,0,0,0,0,0,0,1
35296,255,1462370477,4192149935,255,0,0,0,0,0,0,0
40129,255,1331567695,2147889761,255,0,0,0,0,0,0,0
24037,255,961250581,473149626,255,0,169472,0,0,0,0,1
20770,0,0,0,0,0,0,0,0,0,0,1
1320,255,1362542613,570903111,255,1,28026,0,0,1,0,1
26022,0,0,0,0,0,0,0,0,0,0,1
33902,255,4238821150,167210144,255,0,0,0,0,0,0,1
15727,255,3418066585,1268804010,255,0,0,0,0,0,0,0
18969,255,3348238761,4167062947,255,0,0,1,1,0,0,0
29215,255,3253783962,222813681,255,0,0,0,0,0,0,1
19465,255,2218659780,1178625458,255,0,0,0,0,0,0,0
16641,0,0,0,0,0,0,0,0,0,0,0
9910,255,887820787,2549136449,255,0,0,0,0,0,0,1
15591,255,1975972236,1977019981,255,0,0,0,0,0,0,0
20884,255,609713679,660612030,255,0,0,0,0,0,0,1
11115,255,3067783472,3159708427,255,0,0,0,0,0,0,1
29127,255,4048924326,3046236710,255,0,0,0,0,0,0,1
24301,0,0,0,0,0,0,0,0,0,0,1
37221,255,3934979413,4117497191,255,0,0,0,0,0,0,0
39070,255,830904540,1240694524,255,0,0,0,0,0,0,0
37925,255,3573983662,2740263265,255,1,207,0,0,9,0,0
11109,255,1413422575,133895267,255,0,0,0,0,0,0,1
18528,255,1705208317,203935559,255,1,227,0,0,4,0,0
18760,255,2242384369,2626088581,255,0,0,0,0,0,0,0
3684,0,0,0,0,0,0,0,0,0,0,1
40185,255,3304614006,1574166209,255,0,0,0,0,0,0,0
14807,255,4260260595,2113873054,255,0,0,0,0,0,0,0
23768,0,0,0,0,0,0,0,0,0,0,1
7252,0,0,0,0,0,0,0,0,0,0,1
4916,0,0,0,0,0,0,0,0,0,0,1
24278,0,0,0,0,0,0,0,0,0,0,1
10488,255,2528374227,3624441847,255,1,109,0,0,4,0,1
28118,0,0,0,0,0,0,0,0,0,0,1
21266,255,3782864770,2272247323,255,0,0,0,0,0,0,1
21496,255,594184674,657922877,255,0,0,0,0,0,0,1
20943,255,2515624460,1518894520,255,0,0,0,0,0,0,1
694,0,0,0,0,0,0,0,0,0,0,1
2003,255,112222600,589508479,255,0,0,1,1,0,0,1
5389,0,0,0,0,0,0,0,0,0,0,1
39644,255,3460826835,1711398418,255,1,198,0,0,4,0,0
9687,0,0,0,0,0,0,0,0,0,0,1
16514,255,4148358084,45399569,255,0,0,0,0,0,0,0
30273,255,2202514670,1618268620,255,0,0,0,0,0,0,1
25778,0,0,0,0,0,0,0,0,0,0,1
11142,255,465625447,2259285717,255,0,0,0,0,0,0,1
7234,0,0,0,0,0,0,0,0,0,0,1
34150,255,3158345124,658366333,255,0,0,0,0,0,0,1
11703,255,3913001068,1696749655,255,0,0,0,0,0,0,1
8546,0,0,0,0,0,0,0,0,0,0,1
15929,0,0,0,0,0,0,0,0,0,0,0
26427,0,0,0,0,0,0,0,0,0,0,1
24329,255,536691829,2606701451,255,0,0,0,0,0,0,1
18321,255,2284007922,1605320547,255,1,158,0,0,1,0,0
11658,255,3512517409,3279363851,255,1,0,0,0,1,0,1
25089,255,2806561344,3000696480,255,0,0,0,0,0,0,1
8900,0,0,0,0,0,0,0,0,0,0,1
371,255,825415081,3887846602,255,1,217346,0,0,1,0,1
34095,255,2313099043,1305852656,255,0,0,0,0,0,0,1
29442,0,0,0,0,0,0,0,0,0,0,1
12338,0,0,0,0,0,0,0,0,0,0,0
34557,255,1965658494,3826388759,255,0,0,0,0,0,0,0
38011,0,0,0,0,0,0,0,0,0,1,0
15385,0,0,0,0,0,0,0,0,0,0,0
37149,255,4014697229,2265199767,255,0,0,0,0,0,0,0
34745,255,3522459206,3282565652,255,0,0,0,0,0,0,0
29608,255,1894623587,2823180668,255,0,0,0,0,0,0,1
13444,255,3653481158,1508433471,255,0,0,0,0,0,0,0
9968,0,0,0,0,0,0,0,0,0,0,1
2484,0,0,0,0,0,0,0,0,0,0,1
2556,0,0,0,0,0,0,0,0,0,0,1
5152,0,0,0,0,0,0,0,0,0,0,1
4499,0,0,0,0,0,0,0,0,0,0,1
20025,0,0,0,0,0,0,0,0,0,0,1
39855,255,2453414964,2270288367,255,1,126,0,0,4,0,0
30214,0,0,0,0,0,0,0,0,0,0,1
31780,255,1632507041,2204594922,255,0,0,0,0,0,0,1
9425,255,1891834608,2759431437,255,0,0,0,0,0,0,1
37482,255,464636554,2006009828,255,1,267,0,0,1,0,0
6148,0,0,0,0,0,0,0,0,0,0,1
29265,255,3085156272,1357443732,255,0,0,0,0,0,0,1
16680,255,1906427228,4052124065,255,0,0,0,0,0,0,0
8495,255,3654011515,3929320227,255,1,0,0,0,1,0,1
26605,0,0,0,0,0,0,0,0,0,0,1
13136,255,2740970999,2844195395,255,0,0,0,0,0,0,0
23761,0,0,0,0,0,0,0,0,0,0,1
8063,0,0,0,0,0,0,0,0,0,0,1
19624,255,2787011360,3298039461,255,0,0,0,0,0,0,1
8554,0,0,0,0,0,0,0,0,0,0,1
16203,255,2891162281,2907722056,255,0,0,0,0,0,0,0
22936,255,77867240,93651039,255,0,0,0,0,0,0,1
37343,255,1088646723,1640221454,255,0,0,0,0,0,0,0
30424,0,0,0,0,0,0,0,0,0,0,1
6948,0,0,0,0,0,0,0,0,0,0,1
18556,255,112777053,1245985751,255,0,0,0,0,0,0,0
26619,255,2598190694,3822730103,255,0,0,0,0,0,0,1
15760,255,1260746003,1274820056,255,0,0,0,0,0,0,0
35122,0,0,0,0,0,0,0,0,0,0,0
6782,0,0,0,0,0,0,0,0,0,0,1
18501,255,2942797032,2178820595,255,1,172,0,0,4,0,0
13972,0,0,0,0,0,0,0,0,0,0,0
32050,255,38470265,3053253664,255,0,0,0,0,0,0,1
16236,255,2108884639,4257886723,255,0,0,0,0,0,0,0
33508,255,1557886495,3669424027,255,0,0,0,0,0,0,1
27518,255,3931352982,3634594807,255,0,0,0,0,0,0,1
38740,0,0,0,0,0,0,0,0,0,0,0
34128,255,4279230839,4129043612,255,0,0,0,0,0,0,1
11013,255,3689435578,560401941,255,1,1786,0,0,1,0,1
15838,255,136626964,137584845,255,1,3924,0,0,1,0,0
18782,255,535001985,1564666489,255,0,0,0,0,0,0,0
5193,0,0,0,0,0,0,0,0,0,0,1
34987,255,312841175,4230268587,255,0,0,0,0,0,0,0
4568,0,0,0,0,0,0,0,0,0,0,1
39159,0,0,0,0,0,0,0,0,0,0,0
8627,255,322184136,439714134,255,0,0,0,0,0,0,1
13244,255,365122488,2515747884,255,0,0,0,0,0,0,0
2255,255,3732459560,3533486381,255,0,0,0,0,0,0,1
31388,255,616359068,479277676,255,0,0,0,0,0,0,1
16826,255,3604598548,1798832772,255,0,0,0,0,0,0,0
5147,0,0,0,0,0,0,0,0,0,0,1
37612,0,0,0,0,0,0,0,0,0,0,0
39098,255,4093367806,3348996116,255,0,0,0,0,0,0,0
19726,255,4218550449,695599671,255,0,0,0,0,0,0,1
10558,255,952359465,471262052,255,0,0,0,0,0,0,1
39494,255,2060556394,3840929504,255,0,0,0,0,0,0,0
38581,255,4148937895,3922443057,255,0,0,0,0,0,0,0
28411,0,0,0,0,0,0,0,0,0,0,1
23396,255,507724154,3266147018,255,1,0,0,0,1,0,1
12019,255,1156529518,1157525497,255,0,0,0,0,0,0,0
22142,255,2838181152,3636409230,255,1,0,0,0,1,0,1
19216,255,3810923113,1661072220,255,0,0,0,0,0,0,0
19609,255,4112405942,1985105056,255,0,0,0,0,0,0,1
33767,255,3807129671,932706392,255,0,0,0,0,0,0,1
1603,255,462931613,648307505,255,1,0,0,0,1,0,1
20766,255,1442234448,3921262333,255,0,0,0,0,0,0,1
37478,0,0,0,0,0,0,0,0,0,1,0
5509,0,0,0,0,0,0,0,0,0,0,1
19970,255,2431746419,1891780039,255,0,0,0,0,0,0,1
22538,255,3313947401,1978169341,255,0,0,0,0,0,0,1
9807,255,4224040809,958132541,255,0,0,0,0,0,0,1
572,255,2832177668,3029331198,255,0,0,0,0,0,0,1
27090,255,1494595667,1619977289,255,0,0,0,0,0,0,1
14841,255,1280222958,1283841754,255,0,0,0,0,0,0,0
10405,0,0,0,0,0,0,0,0,0,0,1
22401,255,2357198531,1372142662,255,1,0,0,0,1,0,1
35035,255,3132435324,2347745576,255,0,0,0,0,0,0,0
17931,255,1101788536,1102169679,255,0,0,0,0,0,0,0
1801,0,0,0,0,0,0,0,0,0,0,1
35673,255,196848127,1588356431,255,0,0,0,0,0,0,0
17529,0,0,0,0,0,0,0,0,0,0,0
15295,255,2210907415,71237516,255,0,0,0,0,0,0,0
22301,255,3775010838,1166909795,255,0,0,0,0,0,0,1
25963,255,1430728559,2309707202,255,0,0,0,0,0,0,1
18991,255,4141771900,3468259105,255,0,0,0,0,0,0,0
9453,255,3349169591,1110769050,255,1,0,0,0,1,0,1
14740,255,1407967192,1411249022,255,0,0,0,0,0,0,0
14561,255,2826829800,3356527045,255,0,0,0,0,0,0,0
29085,255,3452025539,4000161022,255,0,0,1,1,0,0,1
13172,255,1200350331,1201381003,255,0,0,0,0,0,0,0
15886,0,0,0,0,0,0,0,0,0,0,0
20570,255,2265619202,2690519987,255,0,0,0,0,0,0,1
28828,0,0,0,0,0,0,0,0,0,0,1
17294,0,0,0,0,0,0,0,0,0,0,0
34534,255,0,0,0,0,0,0,0,0,0,0
8834,255,603186740,1859287221,255,0,0,0,0,0,0,1
23942,0,0,0,0,0,0,0,0,0,0,1
22644,0,0,0,0,0,0,0,0,0,0,1
33885,255,3848691413,92172499,255,0,0,0,0,0,0,1
22251,255,1325437922,3033776161,255,2,806,0,0,1,0,1
6390,0,0,0,0,0,0,0,0,0,0,1
27856,0,0,0,0,0,0,0,0,0,0,1
21103,0,0,0,0,0,0,0,0,0,0,1
13481,255,4093165338,1943921916,255,0,0,0,0,0,0,0
38849,255,255703675,2911470597,255,0,0,0,0,0,0,0
31419,0,0,0,0,0,0,0,0,0,0,1
23196,0,0,0,0,0,0,0,0,0,0,1
21511,255,541107793,1038826966,255,0,0,0,0,0,0,1
4490,0,0,0,0,0,0,0,0,0,0,1
13056,255,2445166124,2534242833,255,0,0,0,0,0,0,0
7863,0,0,0,0,0,0,0,0,0,0,1
39878,255,2750170767,1892414333,255,0,0,0,0,0,0,0
7476,0,0,0,0,0,0,0,0,0,0,1
16186,255,2831163789,2850114548,255,0,0,0,0,0,0,0
32498,255,4071039815,4069939106,255,0,0,0,0,0,0,1
29583,0,0,0,0,0,0,0,0,0,0,1
39104,0,0,0,0,0,0,0,0,0,0,0
27050,0,0,0,0,0,0,0,0,0,0,1
35157,255,138760695,1666986425,255,0,0,0,0,0,0,0
34409,255,0,0,0,0,0,0,0,0,0,0
12717,255,455940869,482113929,255,0,0,0,0,0,0,0
16888,255,1275224000,3495983793,255,0,0,0,0,0,0,0
27991,0,0,0,0,0,0,0,0,0,0,1
38511,255,1023204175,1246372910,255,0,0,0,0,0,0,0
24681,255,492547218,3294354113,255,1,0,0,0,1,0,1
34713,0,0,0,0,0,0,0,0,0,0,0
10073,255,2020004853,110300117,255,0,0,1,1,0,0,1
10693,255,3133391310,2276956262,255,0,0,0,0,0,0,1
14681,255,698682812,2844308633,255,0,0,0,0,0,0,0
6398,0,0,0,0,0,0,0,0,0,0,1
2883,0,0,0,0,0,0,0,0,0,0,1
34778,0,0,0,0,0,0,0,0,0,0,0
25488,255,1531856128,3260479252,255,0,0,0,0,0,0,1
15479,255,177770619,184436309,255,0,0,0,0,0,0,0
4009,0,0,0,0,0,0,0,0,0,0,1
10443,255,1198372402,1781948583,255,1,0,0,0,1,0,1
36053,255,3730843118,2365667792,255,0,0,0,0,0,0,0
19281,255,4000301024,1841189227,255,0,0,0,0,0,0,0
27051,255,4199729345,111187568,255,0,0,0,0,0,0,1
17723,0,0,0,0,0,0,0,0,0,0,0
6789,0,0,0,0,0,0,0,0,0,0,1
22626,255,751457347,1212091674,255,1,41856,0,0,1,0,1
25706,255,3879076515,1141217061,255,0,0,0,0,0,0,1
30092,255,1056402800,679842190,255,1,98,0,0,1,0,1
2338,255,2162452238,2308122945,255,0,0,0,0,0,0,1
23840,255,3302482340,3865777216,255,0,0,0,0,0,0,1
17018,255,2217054825,67800947,255,0,0,0,0,0,0,0
26124,255,554009694,1710787025,255,0,0,0,0,0,0,1
37212,255,1626983588,3918271373,255,0,0,0,0,0,0,0
8788,255,2026784713,1422245107,255,0,0,0,0,0,0,1
26373,255,978977430,4100233552,255,0,0,0,0,0,0,1
32344,255,4115234385,4062407522,255,0,0,0,0,0,0,1
40072,255,403427824,4201656670,255,0,0,0,0,0,0,0
7785,255,3636753030,544805784,255,0,0,0,0,0,0,1
34733,0,0,0,0,0,0,0,0,0,0,0
10719,255,2712416547,1765843200,255,1,0,0,0,1,0,1
38401,255,4031803452,2498892734,255,0,0,1,1,0,0,0
30672,255,94093392,2758640612,255,0,0,0,0,0,0,1
5476,0,0,0,0,0,0,0,0,0,0,1
37180,255,2037709333,2467194776,255,0,0,0,0,0,0,0
25050,0,0,0,0,0,0,0,0,0,0,1
9918,255,2025054346,3712280168,255,1,0,0,0,1,0,1
37366,255,880613166,3656835932,255,1,0,0,0,1,0,0
9876,0,0,0,0,0,0,0,0,0,0,1
28366,0,0,0,0,0,0,0,0,0,0,1
10170,255,3333126248,3584447818,255,0,0,0,0,0,0,1
27275,255,40863988,1125754625,255,0,0,0,0,0,0,1
21631,255,2372396360,265992217,255,0,0,0,0,0,0,1
7284,0,0,0,0,0,0,0,0,0,0,1
9491,255,3822622019,330423146,255,1,244,0,0,1,0,1
29309,255,3797159784,4240416694,255,0,0,0,0,0,0,1
10062,0,0,0,0,0,0,0,0,0,0,1
39928,255,4164671846,725075664,255,0,0,0,0,0,0,0
39433,255,4069554350,1837116134,255,0,0,0,0,0,0,0
33428,255,3570115035,1905735592,255,0,0,0,0,0,0,1
9218,255,1409697564,406897943,255,0,0,0,0,0,0,1
15811,0,0,0,0,0,0,0,0,0,0,0
31995,255,687850275,855532365,255,0,0,0,0,0,0,1
18565,255,4074210387,2241689621,255,0,0,0,0,0,0,0
35198,255,3062658296,3155187912,255,1,209,0,0,1,0,0
30237,0,0,0,0,0,0,0,0,0,0,1
28714,255,2557720030,3202275410,255,0,0,0,0,0,0,1
17196,0,0,0,0,0,0,0,0,0,0,0
16360,255,2708397451,2721412873,255,0,0,0,0,0,0,0
15975,255,2514265442,2518765395,255,0,0,0,0,0,0,0
27717,255,3287167441,2299333116,255,0,0,0,0,0,0,1
15046,255,1463194449,1496044596,255,0,0,0,0,0,0,0
32106,0,0,0,0,0,0,0,0,0,0,1
33856,255,2163945110,28373776,255,0,0,0,0,0,0,1
23880,0,0,0,0,0,0,0,0,0,0,1
12587,255,793094715,801901645,255,0,0,0,0,0,0,0
15831,0,0,0,0,0,0,0,0,0,0,0
27055,0,0,0,0,0,0,0,0,0,0,1
19314,255,615225570,3328048534,255,1,133,0,0,1,0,0
39782,255,0,0,0,0,0,0,0,0,0,0
13174,255,1162413305,1166995244,255,0,0,0,0,0,0,0
15506,0,0,0,0,0,0,0,0,0,0,0
5277,0,0,0,0,0,0,0,0,0,0,1
363,0,0,0,0,0,0,0,0,0,0,1
1632,0,0,0,0,0,0,0,0,0,0,1
7236,0,0,0,0,0,0,0,0,0,0,1
34496,255,0,0,0,0,0,0,0,0,0,0
11222,255,1318822270,3076277677,255,0,0,0,0,0,0,1
9795,255,883262121,4047292519,255,1,0,0,0,1,0,1
22504,255,3399057148,356717696,255,0,0,0,0,0,0,1
23204,255,2839611298,1692452130,255,0,0,0,0,0,0,1
21714,255,428829465,2831265014,255,1,109,0,0,1,0,1
3585,0,0,0,0,0,0,0,0,0,0,1
18935,0,0,0,0,0,0,0,0,0,0,0
20659,255,3753912686,3990186444,255,0,0,0,0,0,0,1
39032,0,0,0,0,0,0,0,0,0,0,0
18710,255,3194324834,60378947,255,0,0,0,0,0,0,0
6713,0,0,0,0,0,0,0,0,0,0,1
4626,0,0,0,0,0,0,0,0,0,0,1
17297,255,2258158286,2270590926,255,1,3924,0,0,1,0,0
26759,255,3810696332,1025828591,255,0,0,0,0,0,0,1
8918,255,1255780314,49404715,255,1,109,0,0,1,0,1
1519,0,0,0,0,0,0,0,0,0,0,1
26329,255,2657696927,2040140906,255,0,0,0,0,0,0,1
7871,0,0,0,0,0,0,0,0,0,0,1
26633,255,204744797,924693037,255,0,0,0,0,0,0,1
17246,0,0,0,0,0,0,0,0,0,0,0
15231,255,2370641182,226234595,255,0,0,1,2,0,0,0
3169,0,0,0,0,0,0,0,0,0,0,1
11092,255,3635896195,2544167472,255,0,0,0,0,0,0,1
9336,255,4085292068,3058443836,255,1,0,0,0,1,0,1
34113,255,4109260470,3099348772,255,0,0,0,0,0,0,1
31396,0,0,0,0,0,0,0,0,0,0,1
3229,0,0,0,0,0,0,0,0,0,0,1
10717,255,4263655704,2244389359,255,0,0,0,0,0,0,1
23346,255,2352168110,1683313626,255,0,0,0,0,0,0,1
840,0,0,0,0,0,0,0,0,0,0,1
25324,0,0,0,0,0,0,0,0,0,0,1
28001,0,0,0,0,0,0,0,0,0,0,1
20598,255,3396810677,1458653871,255,0,0,0,0,0,0,1
24162,255,2799372927,3920363685,255,1,0,0,0,1,0,1
21655,255,4083876325,3993633945,255,0,0,0,0,0,0,1
33870,255,2752229772,2011463351,255,0,0,0,0,0,0,1
14572,255,3975750128,3998216082,255,0,0,0,0,0,0,0
12255,255,2422376790,275197987,255,0,0,0,0,0,0,0
38881,0,0,0,0,0,0,0,0,0,0,0
27590,255,2186104864,4289769396,255,0,0,0,0,0,0,1
40404,255,2245749386,633455154,255,0,0,0,0,0,0,0
30304,0,0,0,0,0,0,0,0,0,0,1
6182,255,3787268489,2799074130,255,1,0,0,0,1,0,1
23848,0,0,0,0,0,0,0,0,0,0,1
8678,255,1864439524,2538911130,255,0,0,0,0,0,0,1
38164,255,1660418511,1850434402,255,0,0,0,0,0,0,0
37698,255,0,0,0,0,0,0,0,0,0,0
23406,255,2033587767,1276599735,255,0,0,0,0,0,0,1
35184,255,3921152816,3181749068,255,1,137,0,0,1,0,0
4853,255,1456665331,3658502928,255,0,0,0,0,0,0,1
4857,0,0,0,0,0,0,0,0,0,0,1
38631,255,3459077560,2699958471,255,0,0,0,0,0,0,0
10003,255,1163428349,3257175225,255,0,0,1,1,0,0,1
28708,255,1834898566,2615154640,255,0,0,0,0,0,0,1
28208,0,0,0,0,0,0,0,0,0,0,1
14848,255,2490063595,2545870898,255,0,0,0,0,0,0,0
37976,255,294754279,1652692039,255,0,0,0,0,0,0,0
38278,255,1762887361,1694738203,255,0,0,0,0,0,0,0
24928,0,0,0,0,0,0,0,0,0,0,1
739,255,2987718209,3422972239,255,0,0,0,0,0,0,1
32459,255,4142303110,1902384844,255,0,0,0,0,0,0,1
5406,0,0,0,0,0,0,0,0,0,0,1
7930,0,0,0,0,0,0,0,0,0,0,1
10481,255,4018442085,2611446431,255,0,0,0,0,0,0,1
28888,255,234608680,2448954732,255,1,0,0,0,1,0,1
40091,0,0,0,0,0,0,0,0,0,0,0
10387,255,872990346,1763188568,255,1,4298,0,0,1,0,1
408,0,0,0,0,0,0,0,0,0,0,1
38744,0,0,0,0,0,0,0,0,0,1,0
26483,255,1745869175,3727350859,255,0,0,0,0,0,0,1
28308,0,0,0,0,0,0,0,0,0,0,1
17871,255,3979900525,1959888841,255,0,0,0,0,0,0,0
20255,0,0,0,0,0,0,0,0,0,0,1
15785,255,670285187,670630014,255,0,0,0,0,0,0,0
4598,255,2321447292,429317688,255,1,0,0,0,1,0,1
13634,0,0,0,0,0,0,0,0,0,0,0
34003,255,1900087351,713067078,255,0,0,0,0,0,0,1
24203,255,2761749,3971780785,255,0,0,0,0,0,0,1
22376,255,3248710754,175236209,255,0,0,1,1,0,0,1
3000,0,0,0,0,0,0,0,0,0,0,1
37593,255,2509455147,45825334,255,1,194,0,0,1,0,0
2019,0,0,0,0,0,0,0,0,0,0,1
34377,0,0,0,0,0,0,0,0,0,0,0
34957,255,2511172641,2646047516,255,0,0,0,0,0,0,0
376,0,0,0,0,0,0,0,0,0,0,1
22348,0,0,0,0,0,0,0,0,0,0,1
5892,255,3759903180,1626181043,255,1,175,0,0,1,0,1
24474,255,3482236365,3065524188,255,0,0,0,0,0,0,1
12760,255,3580221678,3580533477,255,0,0,0,0,0,0,0
1601,0,0,0,0,0,0,0,0,0,0,1
35602,255,1964593962,1178716643,255,1,131,0,0,1,0,0
5950,255,666969965,2477156215,255,0,0,0,0,0,0,1
24822,0,0,0,0,0,0,0,0,0,0,1
3697,0,0,0,0,0,0,0,0,0,0,1
9860,255,3148134733,2237416351,255,1,0,0,0,1,0,1
31664,255,3576061995,2018296231,255,0,0,0,0,0,0,1
19656,0,0,0,0,0,0,0,0,0,0,1
1951,0,0,0,0,0,0,0,0,0,0,1
9095,255,374164870,918763389,255,0,0,0,0,0,0,1
23114,255,3332739885,3036911126,255,0,0,0,0,0,0,1
11749,255,2775098893,1802948784,255,1,3976,0,0,1,0,1
24048,0,0,0,0,0,0,0,0,0,0,1
14786,255,3243811200,1099527704,255,0,0,0,0,0,0,0
28619,0,0,0,0,0,0,0,0,0,0,1
28696,0,0,0,0,0,0,0,0,0,0,1
15762,255,4183155722,4188422340,255,1,0,0,0,1,0,0
33717,255,3768132494,1062037244,255,0,0,0,0,0,0,1
23050,0,0,0,0,0,0,0,0,0,0,1
22773,255,234214381,142735690,255,0,0,0,0,0,0,1
39649,0,0,0,0,0,0,0,0,0,0,0
37140,255,736481859,1366594516,255,0,0,0,0,0,0,0
